engine_displacement,num_cylinders,horsepower,vehicle_weight,acceleration,model_year,origin,fuel_type,drivetrain,num_doors,fuel_efficiency_mpg
200,7,155,2458.887567645817,15.9,2003,Asia,Gasoline,All-wheel drive,0,17.82732125910295
240,7,152,3770.511486286412,14.3,2016,USA,Diesel,Front-wheel drive,0,11.215421454232212
210,4,169,3641.168479595586,13.9,2020,Asia,Diesel,Front-wheel drive,0,12.45643908522466
200,,152,2510.1033081926184,13.3,2019,Europe,Diesel,All-wheel drive,0,17.909282360073803
190,4,186,3463.7318214322863,16.4,2005,Europe,Gasoline,Front-wheel drive,0,13.187971392566112
180,7,110,2990.1809442584627,12.2,2020,Asia,Diesel,Front-wheel drive,1,14.942294452452723
190,4,150,2779.8790259759503,17.8,2003,USA,Gasoline,Front-wheel drive,2,16.740811000482328
190,6,187,2768.3061248534314,18.6,2011,USA,Diesel,All-wheel drive,0,16.7395753849415
240,5,125,3102.032911115085,12.4,2001,Asia,Diesel,Front-wheel drive,0,14.9312094779902
280,0,138,3752.382925559249,10.2,2018,Asia,Diesel,All-wheel drive,0,11.802148169364022
190,6,169,2561.101309339069,13.2,2005,USA,Gasoline,Front-wheel drive,1,17.886766041196147
190,2,89,2763.869029680765,15.9,2000,Asia,Gasoline,Front-wheel drive,0,15.349413477511037
230,4,156,3803.8442264831565,15.9,2015,Asia,Gasoline,All-wheel drive,-1,10.812917327047838
100,5,163,4030.5299944461003,17.1,2016,Asia,Gasoline,Front-wheel drive,-1,9.413160239782007
260,0,190,3323.628147485173,19.3,2019,Europe,Diesel,All-wheel drive,0,13.548353691666053
200,5,186,1991.158100688797,12.9,2001,Europe,Diesel,All-wheel drive,-1,19.965853084778455
200,4,142,3126.5133745929415,17.3,2019,Asia,Diesel,All-wheel drive,0,14.284901147666385
190,3,129,4195.369108673767,13.2,2000,USA,Diesel,Front-wheel drive,1,8.73750658169429
230,,,2740.450622967314,17.3,2003,Europe,Diesel,Front-wheel drive,-1,16.53345184618207
180,3,173,2728.8752193697164,14,2019,Asia,Diesel,All-wheel drive,1,16.72793280049807
180,5,179,2829.862731013684,14.5,2014,Asia,Gasoline,Front-wheel drive,1,15.871446572250965
210,4,107,2551.3402308003424,15.6,2008,USA,Diesel,All-wheel drive,0,16.28318475577865
260,4,212,3293.0542905538246,16.1,2023,USA,Diesel,Front-wheel drive,0,14.072929942360206
210,4,200,2586.571975893871,13.7,2006,USA,Gasoline,All-wheel drive,-1,17.062956066365597
160,5,129,3157.084046994355,17.8,2010,USA,Diesel,Front-wheel drive,-2,14.287756624517982
200,6,120,2409.8051997783646,13.2,2023,Europe,Gasoline,Front-wheel drive,-1,17.291548528210512
190,4,,2953.0475198537806,13.8,2002,Europe,Diesel,Front-wheel drive,1,15.468923323631165
210,2,168,3147.907270008153,15.5,2005,USA,Diesel,Front-wheel drive,1,14.315125240930104
160,7,127,2538.9436521090943,11,2013,Asia,Diesel,All-wheel drive,1,17.56223804509709
210,3,171,3399.8020531813313,13.7,2020,Europe,Gasoline,All-wheel drive,0,12.943404999722103
190,8,130,2842.8559869378714,14.1,2021,Asia,Diesel,Front-wheel drive,,15.586500545923265
210,3,138,2876.9234066059853,18.5,2001,Europe,Diesel,Front-wheel drive,-1,14.58798780822585
250,0,150,3348.714812908471,14.1,2014,USA,Gasoline,All-wheel drive,0,12.905452344885934
130,4,151,2479.816511839474,,2009,USA,Gasoline,All-wheel drive,-1,17.47519763454012
200,1,171,3153.197853977695,16.1,2006,USA,Diesel,Front-wheel drive,1,14.310262523176585
230,1,98,3161.9339834749176,,2022,Asia,Gasoline,Front-wheel drive,-1,14.777982882717184
150,6,141,2776.015124831812,12.6,2020,USA,Gasoline,Front-wheel drive,0,16.095109901402562
270,2,171,3631.5754936483236,17.4,2007,Europe,Diesel,Front-wheel drive,0,11.53460389893661
160,5,163,3213.4392528898975,10.9,2017,USA,Diesel,All-wheel drive,0,14.715541198871096
210,3,192,2771.8348248388534,,2021,USA,Gasoline,Front-wheel drive,-1,16.311976809088584
240,3,167,2234.334129751631,,2015,Asia,Gasoline,All-wheel drive,0,19.658318323907512
210,6,164,2674.4727337178756,16.7,2003,Asia,Gasoline,All-wheel drive,-1,16.809116733172917
260,2,139,2857.6511849215317,15.1,2018,Europe,Gasoline,All-wheel drive,0,15.586708902600453
270,9,121,3110.1757977395973,16.4,2003,Asia,Gasoline,Front-wheel drive,-2,13.52528401722499
250,3,182,2271.823394655378,14.6,2003,Asia,Gasoline,All-wheel drive,1,19.150563393351074
170,4,171,2725.537883637978,18.7,2015,USA,Gasoline,Front-wheel drive,0,16.646260442371712
180,2,87,3408.193555424301,,2022,Europe,Diesel,Front-wheel drive,0,12.294520455352528
240,5,,2824.497428105451,20.8,2022,Asia,Gasoline,All-wheel drive,1,15.556516280222922
160,2,113,1914.1648224236524,12.7,2013,Asia,Gasoline,Front-wheel drive,,20.449982354781095
330,3,111,3321.489493805755,16,2023,USA,Diesel,All-wheel drive,2,12.863728651710126
230,4,91,2809.2794647568862,13,2004,Asia,Diesel,All-wheel drive,0,16.339124018930317
190,4,,3560.0279709524693,14,2021,Europe,Gasoline,All-wheel drive,-1,12.873070742669027
120,1,142,3587.3061747632837,16.5,2001,Europe,Diesel,Front-wheel drive,0,12.021300506757518
220,2,84,4089.3615775753124,12.4,2015,USA,Gasoline,Front-wheel drive,0,8.875601748508062
220,1,176,2545.1284704707136,13.3,2004,Asia,Gasoline,Front-wheel drive,0,17.162273293242624
210,5,176,2655.092533119286,11.9,2007,USA,Gasoline,Front-wheel drive,0,16.871827444128304
170,4,151,3212.3907075754482,13.8,2008,Asia,Gasoline,All-wheel drive,-1,14.48129155128484
120,,163,3301.073633107142,16.1,2002,Asia,Gasoline,Front-wheel drive,0,13.897831594752702
150,5,97,2815.23976580616,14.9,2011,Europe,Gasoline,Front-wheel drive,2,15.757446657045888
190,9,,2940.622797593635,10.6,2007,USA,Diesel,All-wheel drive,-2,15.180469605172487
330,6,,3606.484946726033,17.3,2002,USA,Diesel,All-wheel drive,0,12.609664746081204
190,4,132,3342.5229077383915,14,2023,Europe,Diesel,All-wheel drive,,13.387215656057556
120,,147,2816.3507119017395,11.4,2010,Asia,Gasoline,All-wheel drive,-2,15.884748844028865
190,3,153,2419.4324431794576,13.7,2010,Asia,Diesel,Front-wheel drive,2,18.243102136769288
200,7,126,2597.439197546757,20.2,2015,Asia,Gasoline,All-wheel drive,0,16.040966308209903
230,3,187,3152.774693281522,15.2,2004,USA,Diesel,All-wheel drive,-1,14.220704643720548
220,4,135,3217.5556374784255,,2021,Europe,Gasoline,Front-wheel drive,1,14.40624780690928
120,1,146,2530.386350665361,14.6,2006,Europe,Gasoline,All-wheel drive,-2,16.61354343223833
220,4,147,2570.4140658318865,14.5,2010,Europe,Diesel,Front-wheel drive,0,17.000041195461975
160,2,184,2715.26214309454,15.1,2015,Europe,Gasoline,Front-wheel drive,0,16.727416383248205
230,5,123,3131.7145933029105,18.1,2016,USA,Diesel,All-wheel drive,1,13.712074808365449
180,3,149,2971.442784658008,,2023,Asia,Diesel,Front-wheel drive,-1,14.48018435860527
300,1,,3236.5937951945566,15.7,2011,Asia,Diesel,Front-wheel drive,-1,13.942381528903626
200,2,134,3266.0425389909387,14.8,2004,Asia,Gasoline,All-wheel drive,0,13.550405592299478
210,4,,1552.150909997056,,2021,Europe,Gasoline,All-wheel drive,1,21.85666518407103
250,4,,3379.2457308678013,,2019,Asia,Gasoline,Front-wheel drive,1,12.9067657461976
200,4,145,3138.5325037195225,19.9,2016,USA,Diesel,All-wheel drive,0,13.64790941756279
180,9,156,2267.7487571983274,17.7,2008,Asia,Gasoline,Front-wheel drive,0,18.242462597408664
220,1,117,3311.2389691609287,12.2,2017,USA,Diesel,Front-wheel drive,1,13.847600324330351
220,2,148,2881.9277287627697,14.9,2008,Asia,Diesel,Front-wheel drive,-1,15.532049336107695
200,8,121,2613.251858570082,11.9,2004,USA,Gasoline,Front-wheel drive,0,16.674481399647725
190,1,184,3117.4980907584522,14.7,2013,Asia,Gasoline,All-wheel drive,0,14.68035131209236
230,6,150,2788.8675475555497,11.7,2003,Asia,Diesel,All-wheel drive,0,16.133081688100283
180,2,95,3184.1113433754076,16,2001,Europe,Diesel,Front-wheel drive,1,13.284341883664677
190,3,117,3490.2651286505725,17.3,2009,Asia,Gasoline,Front-wheel drive,1,11.727078119284485
180,3,,2708.989687791554,16.2,2008,Asia,Gasoline,All-wheel drive,-2,16.611820989218693
250,8,151,3516.52231962957,14.8,2010,USA,Diesel,All-wheel drive,1,12.489686022844614
280,5,147,3175.7220984064597,14.9,2023,Asia,Gasoline,Front-wheel drive,0,14.193464877882723
210,4,205,2327.977659812515,14.9,2017,Asia,Gasoline,All-wheel drive,2,19.53628544164599
230,6,207,2873.307410331454,15,2002,Europe,Gasoline,All-wheel drive,-1,16.10913705079978
220,7,130,2586.39987614027,15.7,2018,Europe,Gasoline,All-wheel drive,0,17.13578183944052
230,6,146,2219.3752812044763,13.8,2019,USA,Gasoline,Front-wheel drive,-1,18.536425139733876
180,3,124,3157.380546685467,14.3,2005,Asia,Diesel,All-wheel drive,1,14.18843044340168
160,3,163,2747.93858962374,11.8,2012,USA,Diesel,All-wheel drive,0,16.685870824353792
180,2,122,2537.312131145993,18.3,2003,USA,Diesel,Front-wheel drive,2,16.957002286351955
130,6,108,3340.106677594618,16,2016,USA,Gasoline,All-wheel drive,0,12.011506862536953
230,5,234,2874.9390934437865,15.7,2023,Europe,Gasoline,Front-wheel drive,1,16.65560473336657
240,3,139,3079.7636804163258,15.4,2014,Asia,Gasoline,Front-wheel drive,1,13.447918239772683
170,3,179,3052.9470220558464,18,2010,Europe,Gasoline,Front-wheel drive,-2,14.397352372924196
210,5,143,2632.70437577273,18.3,2006,Europe,Diesel,Front-wheel drive,0,16.572911396996894
130,4,122,2171.735283670679,16.4,2023,Europe,Diesel,Front-wheel drive,0,18.18260152301406
240,3,145,3132.9458350558525,11.9,2011,USA,Diesel,All-wheel drive,-2,14.777016949722038
150,6,154,2787.5600177932342,19.9,2018,USA,Gasoline,All-wheel drive,-2,15.632561259281763
80,12,134,2685.437735836353,14.4,2018,Europe,Diesel,All-wheel drive,0,16.158758281702966
240,1,103,2076.3509845001436,14.3,2002,USA,Diesel,Front-wheel drive,0,19.242425092643177
190,4,206,2267.4738069243767,14.3,2010,Europe,Diesel,All-wheel drive,-1,18.825210807788718
200,4,135,2643.945623508759,17.4,2000,Asia,Gasoline,Front-wheel drive,1,16.16028021912798
180,8,177,2328.0165967682797,16.3,2006,Asia,Gasoline,Front-wheel drive,0,17.926579156681036
140,9,108,2865.8412649380134,12.1,2005,Asia,Gasoline,Front-wheel drive,-2,15.488236153786442
230,4,152,4170.475049276818,12.8,2007,Europe,Diesel,All-wheel drive,0,9.736835541601959
160,5,157,2931.0312916374437,15.9,2017,Asia,Gasoline,All-wheel drive,-1,15.030147457518563
240,6,102,3070.1364786374734,,2001,Asia,Diesel,All-wheel drive,-1,14.0423599236873
160,3,134,2781.0351294182706,15.3,2008,USA,Gasoline,Front-wheel drive,1,16.529717228825902
290,4,154,3666.3067967489715,12.4,2011,Asia,Gasoline,All-wheel drive,0,12.094686548526532
110,2,176,2761.9958505770364,14.9,2016,USA,Diesel,Front-wheel drive,0,16.773067129408414
230,3,193,3423.65229613311,14.4,2006,Europe,Diesel,Front-wheel drive,-1,13.032356317897626
120,6,145,3265.754939118313,14.5,2018,USA,Diesel,All-wheel drive,1,13.890737730331173
210,3,165,3026.3464633403155,20.4,2012,Asia,Gasoline,Front-wheel drive,1,14.551545505223094
270,4,124,3384.984480357557,15.1,2008,Asia,Gasoline,All-wheel drive,-2,12.942742180729761
150,3,107,3382.521765606312,12.3,2006,Asia,Diesel,Front-wheel drive,-1,12.548572981480635
200,5,138,2776.921364198204,14.1,2013,Asia,Diesel,All-wheel drive,0,15.964175187709714
190,3,162,3565.2368789540897,14.5,2014,Europe,Diesel,All-wheel drive,-1,12.658876789418471
210,4,169,2465.6420467180924,12.6,2018,USA,Gasoline,All-wheel drive,0,18.193811493879103
130,1,193,3426.1096239539906,15.3,2012,Europe,Diesel,All-wheel drive,0,13.439577921274777
270,3,204,2562.873158414816,14.4,2006,Europe,Gasoline,All-wheel drive,0,17.770206049732103
70,3,138,2533.5244787265374,16.4,2019,Europe,Gasoline,All-wheel drive,0,16.798896836722882
290,6,97,2900.5622771774915,13.7,2016,Asia,Gasoline,All-wheel drive,0,15.064315886237651
150,5,156,3508.5143346999475,11.9,2008,USA,Gasoline,Front-wheel drive,0,12.792704301010886
140,6,154,2123.69224923327,15.9,2008,USA,Diesel,All-wheel drive,0,18.65866260754935
220,5,153,3254.8218485438038,10.4,2011,USA,Diesel,All-wheel drive,2,14.567024097617127
180,5,184,2363.494302254909,14.5,2009,Asia,Gasoline,All-wheel drive,-1,18.416642865923887
140,4,121,2773.447634668684,14.4,2014,Europe,Diesel,Front-wheel drive,-2,16.246111974795056
130,4,,2113.9496786034542,14,2011,USA,Diesel,All-wheel drive,-2,19.74384950510694
140,2,,3169.434557145863,11.3,2003,USA,Diesel,Front-wheel drive,0,13.9827746272817
240,2,130,3687.5715896084457,13,2020,Asia,Gasoline,All-wheel drive,0,11.359642867068057
200,4,108,2380.011372746509,14.8,2007,USA,Diesel,All-wheel drive,1,17.16372659181034
130,5,146,3090.692479490175,18.5,2004,Europe,Diesel,Front-wheel drive,,13.43345625817199
210,5,155,3496.613342068119,12.7,2007,Asia,Gasoline,All-wheel drive,-1,12.314589539204317
240,3,179,2990.3775499983344,15.2,2010,Europe,Gasoline,Front-wheel drive,2,15.505066846137176
210,4,159,3374.9581171894415,11.3,2010,USA,Gasoline,All-wheel drive,0,13.862719193401096
170,3,180,1771.5548980652186,11.6,2012,USA,Gasoline,All-wheel drive,-2,22.133307329132002
250,6,154,2254.313244733967,13.3,2002,Asia,Gasoline,Front-wheel drive,2,18.92574818627498
220,3,162,2960.4738368846233,15.7,2019,Europe,Diesel,Front-wheel drive,-2,14.392591164249595
130,7,124,3125.8510113706993,11.2,2014,USA,Gasoline,All-wheel drive,-2,14.96750438325363
230,2,154,2986.507792062188,,2003,Asia,Gasoline,All-wheel drive,-1,15.113290418473493
180,,106,3101.906963449533,14.3,2005,USA,Gasoline,Front-wheel drive,0,13.983687172518547
130,0,193,2467.3833949311206,16.7,2013,Asia,Gasoline,Front-wheel drive,0,18.580780722376865
180,3,106,2653.603934986884,17.3,2018,Europe,Diesel,All-wheel drive,2,16.631760361979563
210,6,139,2060.9510670494997,15.3,2008,Asia,Gasoline,All-wheel drive,1,19.559394001132926
220,4,153,2941.6397728894412,,2003,Europe,Diesel,All-wheel drive,0,15.69280240551672
150,5,187,3404.9258919911576,15,2020,Asia,Diesel,Front-wheel drive,0,13.29601850450331
170,5,169,2585.99870190345,17.7,2013,Asia,Diesel,All-wheel drive,-1,17.14210450582509
210,5,138,2263.8696472692263,,2020,USA,Gasoline,All-wheel drive,0,18.49483955720887
220,0,188,2754.3523426740644,12.9,2015,Europe,Gasoline,Front-wheel drive,-1,17.54355844143394
150,4,154,2958.6113706389174,14.9,2023,USA,Gasoline,All-wheel drive,1,15.836099757235038
230,3,159,3377.466961968937,15.3,2008,USA,Gasoline,Front-wheel drive,1,13.986748747114122
180,4,163,2931.6967348489643,16.3,2018,Asia,Diesel,Front-wheel drive,-1,15.051958573773703
180,4,,2583.6959990735004,14.9,2009,Asia,Diesel,Front-wheel drive,,17.260871639425638
200,2,104,2814.8764108437836,14.4,2015,Europe,Diesel,All-wheel drive,0,16.2373633879788
180,8,181,2868.0158262364753,19.4,2011,Asia,Gasoline,Front-wheel drive,0,15.204455216634917
220,3,,2937.8351241251935,11.8,2011,USA,Gasoline,Front-wheel drive,0,15.550559090630216
200,2,152,3500.1607747454104,12.8,2017,Asia,Gasoline,Front-wheel drive,1,12.61885121794471
160,7,99,2959.1787088734163,9.4,2005,USA,Diesel,Front-wheel drive,-1,15.238972703497307
250,2,97,2375.4088803028208,13.9,2010,USA,Diesel,All-wheel drive,-3,17.274115214329658
210,,160,1964.5614688042692,16.5,2013,USA,Diesel,All-wheel drive,0,20.322415803356463
220,4,133,3056.7220248962876,14.8,2009,Asia,Diesel,All-wheel drive,-1,14.038348745520278
190,3,149,2607.1524729917637,16.5,2019,Asia,Diesel,Front-wheel drive,0,16.490854009899802
180,4,174,2553.2011484204622,14.5,2015,Europe,Gasoline,Front-wheel drive,2,16.59669120891517
180,3,212,2228.5705128004884,15.9,2018,Europe,Gasoline,All-wheel drive,0,19.424065557090685
170,3,156,4131.21898483424,15.2,2013,USA,Gasoline,Front-wheel drive,-1,9.218397341148451
90,4,201,3406.4065913770296,17.6,2010,USA,Gasoline,All-wheel drive,,14.01222544587173
200,3,137,3106.992141023875,17.5,2016,Europe,Gasoline,All-wheel drive,-1,13.71988711205612
200,5,121,2083.4172024631857,13,2011,Asia,Diesel,All-wheel drive,0,19.862488984148737
210,3,,2535.1177638447452,,2013,USA,Gasoline,All-wheel drive,,17.946583884502566
220,3,144,2920.9103062514914,14.7,2005,USA,Diesel,Front-wheel drive,1,14.907946705044258
180,9,90,2377.649154076067,15.8,2017,USA,Diesel,All-wheel drive,0,18.576158704822053
200,5,152,1991.1204102021438,13.3,2007,Europe,Diesel,Front-wheel drive,0,20.554457198994168
140,8,145,3328.7477017984334,14.7,2014,Europe,Gasoline,Front-wheel drive,0,13.64559601477211
170,5,128,2902.594728088922,11.3,2001,USA,Diesel,Front-wheel drive,1,15.726637704224666
160,6,151,3826.8034861565984,16.2,2021,Asia,Gasoline,All-wheel drive,0,10.96591734141764
210,4,103,2296.1101973559626,13.3,2007,Europe,Gasoline,Front-wheel drive,1,17.906041880269644
180,4,137,2637.0947634438867,19.6,2014,Asia,Gasoline,All-wheel drive,0,15.922379171648434
250,3,154,2823.9579068926814,16.9,2005,USA,Gasoline,All-wheel drive,0,15.506625815029238
230,2,146,3240.9333537675243,16.7,2009,Europe,Diesel,All-wheel drive,1,13.394771967682809
160,8,197,2873.763945370375,15.8,2008,Asia,Diesel,Front-wheel drive,1,15.878634240602935
170,0,131,3152.2038576139958,12.5,2016,Asia,Gasoline,Front-wheel drive,0,14.740896663752654
260,3,92,2763.024512559643,14,2020,USA,Diesel,All-wheel drive,0,15.875698486254358
210,6,148,3664.1251992453795,14.2,2000,USA,Gasoline,All-wheel drive,1,11.737581878317744
220,4,,2337.477105201148,16,2002,Asia,Gasoline,Front-wheel drive,0,17.63248335396722
230,5,215,2894.7329853793485,14.5,2016,Europe,Diesel,All-wheel drive,-2,16.096467678269768
240,3,134,3476.9354688648837,10.2,2005,Europe,Gasoline,All-wheel drive,0,13.17469941276083
120,3,160,2738.705023154142,18.4,2021,Europe,Diesel,All-wheel drive,1,16.259906136998683
140,1,142,2694.6783899071106,15.7,2011,Asia,Gasoline,Front-wheel drive,2,16.241692306420894
240,7,116,2983.140319510907,15,2007,Asia,Diesel,All-wheel drive,0,14.374118320492197
250,4,165,2784.3795383028896,17.7,2018,USA,Diesel,All-wheel drive,1,15.361882129361485
220,1,160,3185.6024718305935,15.7,2009,USA,Diesel,Front-wheel drive,1,14.437769117450594
110,5,185,2815.838005100362,16.2,2001,USA,Gasoline,Front-wheel drive,0,16.353744111745844
230,,154,2992.193771248432,12.8,2011,USA,Diesel,Front-wheel drive,2,15.699200444202896
270,,137,3163.371582779518,13,2000,Europe,Gasoline,Front-wheel drive,0,13.959840437170053
190,,172,2228.4274587687246,10,2002,USA,Gasoline,All-wheel drive,2,20.027592893346725
170,3,201,2793.13530745296,18.1,2010,USA,Diesel,All-wheel drive,-2,16.051401061014396
170,7,130,2791.617871925648,15.9,2018,Europe,Gasoline,Front-wheel drive,1,15.983281340579657
190,3,153,2449.8196740327553,14.8,2007,Europe,Diesel,All-wheel drive,3,17.708078527854994
160,7,169,2946.6080405108423,17,2000,Asia,Gasoline,All-wheel drive,0,14.989653686075547
200,6,163,2812.9416897569304,21.7,2004,Asia,Gasoline,Front-wheel drive,0,14.69510240036517
280,4,155,2745.3216444006966,12.2,2021,USA,Gasoline,All-wheel drive,0,16.323608849724472
200,2,126,3477.1015763204473,16.6,2020,Europe,Gasoline,Front-wheel drive,1,12.291221504550556
160,3,140,4351.676235644365,20.2,2009,Europe,Diesel,All-wheel drive,0,7.5104451517314965
240,8,188,3448.8038640726118,7.9,2012,USA,Gasoline,Front-wheel drive,1,14.07006207846038
160,5,144,4181.6835852953855,9.8,2006,Europe,Gasoline,All-wheel drive,0,9.597227556814227
180,4,151,2356.5922780401706,16.1,2017,USA,Diesel,All-wheel drive,0,18.336657464163736
190,2,128,3758.8099943509305,18.3,2002,Europe,Gasoline,All-wheel drive,1,10.080626563714144
210,,174,2394.6604314533506,12.6,2007,Europe,Gasoline,All-wheel drive,0,18.54230142416807
200,7,155,3163.134379309112,14.5,2014,USA,Gasoline,Front-wheel drive,-1,14.28141046902511
160,1,117,2566.053214471791,16.3,2018,Asia,Diesel,Front-wheel drive,-1,17.179526557407904
220,7,181,2563.0277765870574,17,2014,USA,Diesel,Front-wheel drive,0,17.411818706767754
220,4,96,2714.4134905679953,14.3,2017,Europe,Diesel,All-wheel drive,-1,16.780878585667047
170,3,189,2944.3146657622815,19,2021,Europe,Gasoline,Front-wheel drive,2,15.026741493035257
210,0,116,2684.9251709337677,12,2020,Asia,Diesel,Front-wheel drive,0,15.986982678964434
180,1,138,3371.8961697394802,12.3,2021,USA,Gasoline,Front-wheel drive,,13.792272140883108
210,,167,3782.6699569524026,11.8,2001,Asia,Diesel,All-wheel drive,1,10.958027917900242
260,3,181,2813.5282907222836,16.8,2014,USA,Diesel,All-wheel drive,1,16.33326106983448
280,,173,3273.4066075607047,16.4,2017,Europe,Gasoline,Front-wheel drive,-2,13.58552799989359
260,3,130,1973.823045732064,,2017,Asia,Gasoline,Front-wheel drive,2,20.135762329378704
110,5,109,3035.500396986614,15.7,2005,Europe,Diesel,Front-wheel drive,1,14.380738209119981
140,7,168,2512.488306685577,9.7,2013,USA,Diesel,Front-wheel drive,1,17.858690076693293
190,6,175,4069.895251369753,13.1,2013,Europe,Gasoline,All-wheel drive,-1,10.011806157165122
220,3,181,2904.2094381148954,9.4,2003,Europe,Gasoline,Front-wheel drive,0,16.347697196545884
260,3,166,3155.4080338601043,12.4,2019,Europe,Diesel,Front-wheel drive,0,14.428395228313894
220,4,153,2927.472647160959,,2008,Europe,Gasoline,All-wheel drive,-1,14.835059773905291
190,3,172,2913.1498674602535,11.1,2016,USA,Diesel,Front-wheel drive,0,16.08313586883507
230,5,,3341.240413560997,9.5,2003,Asia,Diesel,Front-wheel drive,2,13.055472060072967
170,4,183,3344.6982707402785,12.8,2003,Asia,Diesel,All-wheel drive,-1,13.961746914357102
220,3,,3698.050458989434,16.6,2023,USA,Diesel,Front-wheel drive,-1,12.225395503102801
200,2,105,2850.7606526314803,11.5,2008,USA,Gasoline,Front-wheel drive,2,16.294344865275267
280,3,213,2537.557035799028,,2002,Asia,Diesel,Front-wheel drive,0,18.03181184523671
220,1,,2854.3958260980176,14.5,2017,USA,Diesel,All-wheel drive,0,15.950905234447019
250,1,183,2468.444227187152,9.1,2005,USA,Gasoline,All-wheel drive,,18.741081797219337
190,4,,3160.8419893176965,14.6,2020,Europe,Diesel,Front-wheel drive,0,13.947404324105223
160,8,163,4357.404321725273,15.1,2012,Europe,Diesel,Front-wheel drive,-1,8.020977908979162
200,2,162,3360.3779610245606,14.1,2014,USA,Diesel,Front-wheel drive,1,12.927045645600577
150,4,186,2630.1604748685295,11.1,2016,Asia,Gasoline,Front-wheel drive,1,18.261581519175706
180,4,105,2650.28466606863,12.5,2000,USA,Diesel,All-wheel drive,1,16.42327913558772
230,3,167,3437.4152677129855,11.1,2018,Asia,Gasoline,All-wheel drive,-1,14.053320616093767
240,4,137,2471.1726289607786,14.9,2010,Asia,Diesel,Front-wheel drive,0,17.69746014778423
250,5,175,3366.2680149843163,9.8,2011,USA,Gasoline,Front-wheel drive,2,13.401132173741944
210,4,141,3299.87834448812,11.3,2007,Asia,Diesel,All-wheel drive,0,14.345950513279222
240,4,143,1920.803909704075,17.6,2001,Asia,Gasoline,All-wheel drive,-2,20.035227472405474
250,7,162,3548.163581189116,13.6,2004,Europe,Gasoline,All-wheel drive,0,12.904295002142344
200,9,176,2963.2023901841108,15.9,2004,USA,Diesel,All-wheel drive,-1,15.654312257692657
190,4,218,3085.9018209140672,16.5,2013,Europe,Diesel,Front-wheel drive,0,14.83104811889173
230,1,150,3102.7413461783112,,2018,Europe,Gasoline,All-wheel drive,1,14.793827220633524
220,3,148,3241.439940205604,14,2005,Asia,Gasoline,All-wheel drive,-2,14.017171805377133
220,3,97,2949.178294661118,,2001,Asia,Diesel,All-wheel drive,2,14.534493711935825
240,4,131,2746.167444032266,16.5,2007,USA,Diesel,Front-wheel drive,,15.829221110657496
170,4,176,2511.9951274881764,17.9,2005,USA,Gasoline,Front-wheel drive,-1,17.307138262485193
190,,69,2969.2010478561792,13.4,2021,Europe,Diesel,Front-wheel drive,1,14.604096688569186
210,7,134,3602.4865310921496,17.5,2004,Europe,Diesel,All-wheel drive,1,11.314589171630098
180,2,161,3230.5995599462485,15.4,2000,USA,Diesel,All-wheel drive,-1,14.03811844629828
190,0,228,3285.7967849985985,,2012,USA,Diesel,All-wheel drive,1,14.347870004055034
280,5,161,3162.884184339317,14.1,2018,Europe,Gasoline,Front-wheel drive,0,14.100038283906292
270,5,89,3444.9697270360825,16.2,2019,Asia,Gasoline,Front-wheel drive,0,12.066235713325254
290,5,139,2838.0081795446963,17.8,2008,USA,Gasoline,All-wheel drive,-1,15.966169613959806
150,2,172,2948.109771390328,14.3,2016,Europe,Diesel,Front-wheel drive,-1,16.178958677399706
310,2,121,2227.7210514450503,14.6,2015,Asia,Gasoline,All-wheel drive,0,18.854366236418706
240,4,173,2656.9961861862635,,2007,Asia,Diesel,Front-wheel drive,-2,16.545412702080917
260,5,149,3195.081802823529,16.3,2015,USA,Diesel,All-wheel drive,-2,14.00427407651581
240,5,151,3535.451417992528,11,2010,USA,Diesel,All-wheel drive,1,13.215889139950491
230,5,146,2458.4448951009704,,2000,USA,Diesel,All-wheel drive,0,18.073518834823645
280,7,120,2650.091887575056,15.8,2018,USA,Diesel,All-wheel drive,,16.134871827122737
230,6,127,2955.2432611524678,14.9,2017,Europe,Diesel,All-wheel drive,,14.560909913168341
250,6,94,2109.0633702734713,12.9,2021,Europe,Diesel,Front-wheel drive,0,18.6634134745793
160,2,183,2825.5689565345706,14.9,2012,USA,Diesel,All-wheel drive,0,16.90322578517324
220,5,101,2830.405860397143,18,2006,USA,Diesel,All-wheel drive,-1,14.767974345400514
250,4,140,3898.645435231456,18.8,2020,USA,Gasoline,All-wheel drive,-2,9.748932509580174
200,1,134,3837.158420934055,12.9,2017,Asia,Diesel,Front-wheel drive,-2,11.182624107622857
180,7,139,2955.935166198592,,2002,USA,Gasoline,All-wheel drive,0,14.520232226015368
250,4,120,2769.1973894492276,16,2021,USA,Gasoline,Front-wheel drive,0,15.307687060084254
180,4,143,2736.5404497380655,19.7,2015,Europe,Diesel,Front-wheel drive,0,16.22064293338856
170,4,169,3439.5586096864918,13.9,2013,USA,Gasoline,All-wheel drive,,12.972214533076789
200,6,145,2921.3282717888364,15.4,2008,USA,Diesel,Front-wheel drive,0,15.343141215089062
150,4,110,3026.6891760494095,,2006,Europe,Gasoline,Front-wheel drive,1,14.50401648641228
230,,129,3293.645412082237,15.9,2018,USA,Diesel,All-wheel drive,0,13.389067652419847
200,3,125,2698.1481743945637,13.9,2004,Europe,Diesel,All-wheel drive,1,16.218300813363946
270,2,126,3306.5969647346283,16.5,2018,Asia,Gasoline,All-wheel drive,0,12.785780016019038
