lead_source,industry,number_of_courses_viewed,annual_income,employment_status,location,interaction_count,lead_score,converted
paid_ads,finance,1,64709,unemployed,north_america,4,0.89,0
social_media,retail,1,55228,employed,asia,3,0.36,0
social_media,education,2,58297,student,middle_east,2,0.76,1
referral,healthcare,5,,unemployed,europe,3,0.86,1
referral,technology,3,49937,self_employed,asia,4,0.19,1
social_media,finance,5,42642,unemployed,south_america,3,0.74,1
organic_search,retail,0,55975,self_employed,europe,2,0.25,0
social_media,manufacturing,2,,self_employed,europe,7,0.6,1
,retail,3,60910,employed,north_america,3,0.32,1
organic_search,,4,46148,self_employed,north_america,4,0.18,1
events,manufacturing,3,55601,student,asia,3,0.94,1
social_media,manufacturing,3,37495,student,,4,0.97,1
referral,finance,1,,self_employed,australia,2,0.99,1
paid_ads,other,2,34600,employed,south_america,2,0.31,0
paid_ads,manufacturing,1,,self_employed,africa,4,0.22,1
organic_search,manufacturing,3,76073,self_employed,africa,2,0.06,1
events,technology,1,52790,self_employed,south_america,0,0.43,0
organic_search,education,2,46998,student,europe,2,0.98,1
referral,finance,2,30639,student,australia,1,0.51,0
events,other,0,,,asia,0,0.03,0
referral,manufacturing,5,48449,self_employed,australia,1,0.31,1
social_media,technology,2,74188,unemployed,south_america,3,0.22,1
events,technology,2,83619,employed,africa,4,0.93,1
organic_search,technology,1,51441,,south_america,4,0.93,1
paid_ads,manufacturing,2,48971,unemployed,africa,1,0.92,0
referral,other,3,,unemployed,europe,4,0.37,1
referral,manufacturing,3,75220,employed,africa,1,0.41,1
referral,,4,42847,unemployed,middle_east,3,0.38,1
social_media,manufacturing,2,44403,self_employed,australia,1,0.71,0
events,other,1,49479,employed,australia,3,0.16,0
paid_ads,other,0,50093,self_employed,south_america,1,0.15,0
organic_search,retail,5,69145,employed,europe,2,0.09,1
referral,,3,64895,employed,middle_east,2,0.39,1
organic_search,retail,2,62457,unemployed,europe,5,0.8,1
referral,finance,0,43109,self_employed,north_america,5,0.38,1
organic_search,manufacturing,4,55420,student,middle_east,4,0.91,1
organic_search,other,3,57474,employed,australia,0,0.25,1
referral,,1,64456,unemployed,australia,3,0.6,0
events,finance,1,76013,self_employed,africa,1,0.95,0
paid_ads,retail,0,58472,student,middle_east,5,0.03,0
organic_search,finance,1,80055,unemployed,africa,4,0.79,0
paid_ads,education,1,59070,student,asia,1,0.3,0
events,education,2,44572,self_employed,middle_east,2,0.49,1
paid_ads,finance,0,,employed,north_america,2,0.69,0
,healthcare,2,49470,student,south_america,5,0.34,1
social_media,finance,1,56746,student,north_america,3,0.98,0
paid_ads,,0,,employed,australia,4,0.33,0
organic_search,retail,1,59195,student,asia,0,0.39,0
referral,manufacturing,1,60791,,europe,3,0.73,1
referral,healthcare,1,,,asia,4,0.5,1
referral,retail,2,,student,australia,4,0.14,1
events,technology,2,71183,unemployed,north_america,1,0.69,0
organic_search,healthcare,2,45241,employed,asia,6,0.58,1
referral,retail,0,73474,self_employed,asia,0,0.95,0
events,,1,72085,self_employed,europe,3,0.95,1
referral,education,1,69099,unemployed,africa,4,0.98,1
organic_search,retail,8,50532,unemployed,asia,3,0.96,1
,education,2,56668,student,south_america,2,0.11,0
events,finance,2,73688,self_employed,asia,2,0.07,0
,,2,,employed,africa,4,0.13,1
organic_search,other,2,79486,self_employed,south_america,3,0.13,1
organic_search,education,1,52019,unemployed,middle_east,1,0.79,1
social_media,healthcare,2,54074,self_employed,asia,3,0.38,1
,education,3,63012,unemployed,europe,2,0.93,1
organic_search,manufacturing,3,41413,employed,australia,1,0.22,1
social_media,retail,2,24683,student,africa,1,0.07,0
social_media,manufacturing,2,53003,unemployed,middle_east,4,0.84,1
social_media,healthcare,1,46823,self_employed,north_america,1,0.69,0
,other,1,78409,,australia,4,0.79,0
organic_search,finance,2,70294,self_employed,australia,3,0.82,1
paid_ads,,0,48492,student,north_america,5,0.15,1
events,,1,51269,self_employed,europe,3,0.17,0
events,education,1,63592,employed,australia,4,0.44,1
,other,1,44308,self_employed,,3,0.11,0
events,retail,4,63085,self_employed,africa,2,0.28,1
events,,1,57752,unemployed,north_america,2,0.35,0
social_media,,3,52863,unemployed,australia,4,0.77,1
referral,manufacturing,1,93897,employed,south_america,2,0.35,1
paid_ads,education,1,78813,unemployed,europe,0,0.39,0
paid_ads,healthcare,4,82713,self_employed,asia,5,0.09,1
events,technology,1,,self_employed,australia,1,0.06,0
social_media,finance,2,43899,self_employed,australia,2,0.39,0
referral,finance,0,44814,student,africa,5,0.84,1
paid_ads,technology,1,,student,south_america,2,0.83,0
organic_search,healthcare,1,60256,employed,asia,2,0.13,0
,healthcare,0,,unemployed,south_america,2,0.6,0
events,education,2,66444,student,south_america,5,0.28,1
paid_ads,manufacturing,1,63235,employed,europe,3,0.2,0
events,manufacturing,0,43862,self_employed,asia,4,0.21,0
social_media,healthcare,2,81798,unemployed,north_america,3,0.88,0
paid_ads,finance,1,78790,self_employed,north_america,2,0.7,0
,other,1,71395,student,,5,0.83,1
events,manufacturing,1,57039,employed,south_america,2,0.3,0
events,healthcare,3,60367,student,asia,4,0.47,1
referral,education,3,60965,employed,north_america,2,0.09,1
social_media,healthcare,2,73654,self_employed,middle_east,2,0.26,0
social_media,retail,1,62438,employed,africa,4,0.93,1
organic_search,retail,3,,employed,europe,2,0.84,1
referral,education,0,45569,student,europe,1,0.69,0
social_media,education,1,54698,unemployed,asia,5,0.92,1
organic_search,finance,4,,student,europe,5,0.26,1
events,manufacturing,4,,employed,south_america,3,0.51,1
events,education,4,,self_employed,north_america,0,0.92,1
events,technology,2,49089,student,australia,5,0.07,0
social_media,finance,2,42123,student,asia,3,0.2,0
social_media,education,1,70797,employed,africa,3,0.62,1
organic_search,education,3,56828,,north_america,4,0.16,1
social_media,retail,4,68209,employed,europe,1,0.91,1
referral,healthcare,1,58949,,africa,4,0.56,1
events,healthcare,2,74158,,africa,2,0.96,1
,technology,2,61066,employed,asia,1,0.36,1
organic_search,healthcare,5,48171,,north_america,0,0.82,1
referral,healthcare,2,57572,self_employed,,4,0.28,1
social_media,finance,7,,student,australia,1,0.73,1
events,technology,2,86678,employed,asia,4,0.32,1
social_media,manufacturing,2,56471,student,africa,1,0.92,1
referral,finance,1,70487,self_employed,africa,3,0.95,1
paid_ads,,0,,employed,north_america,4,0.43,0
events,education,1,62456,,asia,4,0.95,1
paid_ads,healthcare,3,85042,self_employed,,7,0.43,1
referral,manufacturing,4,33206,,south_america,4,0.12,1
organic_search,retail,1,40440,student,australia,0,0.38,0
social_media,finance,5,74928,employed,europe,3,0.78,1
social_media,,4,58049,unemployed,europe,5,0.88,1
organic_search,finance,4,,employed,middle_east,2,0.24,1
referral,retail,2,66753,self_employed,australia,5,0.78,1
events,retail,0,54389,employed,europe,3,0.54,0
organic_search,manufacturing,1,37666,student,middle_east,5,0.14,0
organic_search,other,0,44385,self_employed,australia,4,0.26,0
,other,2,,employed,south_america,5,0.17,1
paid_ads,finance,1,69553,employed,middle_east,2,0.5,1
referral,other,1,55312,student,south_america,3,0.72,1
social_media,finance,1,28635,self_employed,australia,4,0.72,1
social_media,technology,0,24343,self_employed,australia,5,0.84,1
,retail,3,67159,employed,north_america,7,0.61,1
paid_ads,retail,0,38173,student,,3,0.89,0
social_media,,2,,student,africa,2,0.89,0
referral,healthcare,1,45940,employed,middle_east,3,0.34,0
referral,other,1,75319,student,asia,4,0.79,1
paid_ads,retail,1,48267,self_employed,middle_east,3,0.82,0
events,other,2,50729,unemployed,australia,4,0.29,0
paid_ads,manufacturing,2,70803,employed,asia,3,0.1,1
events,,1,46177,unemployed,africa,4,0.57,0
referral,finance,1,41087,student,europe,4,0.62,1
events,other,3,80326,self_employed,africa,6,0.27,1
social_media,retail,4,65440,self_employed,asia,3,0.74,1
social_media,education,0,73196,student,australia,2,0.97,1
referral,retail,3,28486,self_employed,middle_east,3,0.96,1
referral,education,0,77641,student,europe,1,0.6,1
paid_ads,finance,2,99435,employed,middle_east,1,0.72,0
social_media,education,2,66171,unemployed,north_america,2,0.66,0
social_media,,1,,unemployed,north_america,4,0.05,0
events,healthcare,0,65823,employed,south_america,3,0.94,0
events,education,2,,unemployed,australia,2,0.73,1
paid_ads,finance,2,,employed,australia,8,0.17,1
referral,education,5,76209,unemployed,europe,5,0.88,1
organic_search,education,1,72825,employed,australia,2,0.67,1
social_media,,2,65072,student,north_america,4,0.63,1
social_media,retail,2,79978,student,australia,3,0.14,1
organic_search,finance,1,,unemployed,middle_east,2,0.82,0
organic_search,manufacturing,0,47766,unemployed,australia,3,0.15,0
events,,2,,unemployed,north_america,1,0.46,0
organic_search,technology,0,29952,employed,south_america,1,0.94,0
social_media,other,3,99172,employed,middle_east,3,0.68,1
social_media,other,1,55794,employed,europe,1,0.44,1
referral,manufacturing,0,52505,employed,north_america,2,0.25,0
referral,manufacturing,1,55405,unemployed,australia,6,0.76,1
referral,,5,77854,employed,europe,5,0.93,1
,manufacturing,3,51271,unemployed,europe,3,0.6,1
organic_search,retail,6,60901,unemployed,asia,4,0.88,1
,retail,2,34862,unemployed,north_america,4,0.99,1
referral,manufacturing,3,50728,student,asia,2,0.63,1
,healthcare,3,,student,australia,5,0.62,1
social_media,education,3,,unemployed,africa,2,0.99,1
events,healthcare,4,82156,self_employed,africa,3,0.96,1
social_media,technology,2,64878,unemployed,north_america,2,0.08,0
referral,other,2,57654,student,south_america,3,0.83,1
events,,2,,unemployed,north_america,2,0.5,0
events,healthcare,1,51300,unemployed,africa,3,0.62,0
organic_search,retail,3,74582,unemployed,middle_east,2,0.66,0
events,finance,1,,student,middle_east,3,0.21,1
referral,education,1,42907,employed,middle_east,7,0.83,1
,healthcare,3,58140,student,europe,2,0.67,1
organic_search,manufacturing,5,56154,unemployed,north_america,3,0.09,1
referral,education,2,51119,employed,australia,4,0.73,1
organic_search,retail,1,63548,,europe,4,0.81,1
social_media,healthcare,2,73957,student,middle_east,5,0.88,1
organic_search,other,2,53701,self_employed,africa,4,0.36,0
,other,2,,unemployed,europe,1,0.68,0
social_media,,1,37827,student,europe,3,0.57,0
events,other,1,42898,student,north_america,3,0.1,0
events,technology,1,,student,africa,2,0.46,0
referral,manufacturing,1,22601,unemployed,africa,2,0.86,0
events,retail,6,78487,unemployed,australia,3,0.55,1
,education,3,69233,self_employed,middle_east,4,0.24,1
referral,healthcare,6,60513,unemployed,south_america,5,0.48,1
organic_search,,0,73717,employed,asia,2,0.28,0
social_media,education,1,55504,,asia,4,0.45,0
social_media,healthcare,6,65619,employed,europe,2,0.59,1
referral,manufacturing,0,63391,unemployed,australia,2,0.68,0
referral,,2,46933,self_employed,,6,0.86,1
paid_ads,education,2,22355,self_employed,south_america,4,0.29,1
social_media,technology,2,77835,self_employed,africa,3,0.44,1
paid_ads,retail,3,47129,student,europe,1,0.84,1
referral,technology,2,37364,unemployed,middle_east,4,0.7,1
,technology,0,63128,unemployed,australia,2,0.22,0
referral,education,4,26839,employed,europe,1,0.65,1
social_media,manufacturing,1,64967,student,middle_east,2,0.46,0
paid_ads,,0,43642,self_employed,europe,2,0.5,0
organic_search,finance,0,73239,,south_america,2,0.99,1
social_media,finance,1,72108,self_employed,africa,2,0.46,0
events,manufacturing,2,45059,self_employed,africa,2,0.66,0
events,other,3,,self_employed,asia,1,0.65,0
events,technology,0,86954,student,africa,2,0.2,0
events,technology,2,30210,self_employed,europe,4,0.13,1
paid_ads,healthcare,1,81081,,australia,3,0.66,0
,retail,0,64927,employed,north_america,0,0.23,0
social_media,technology,2,43833,unemployed,middle_east,3,0.28,0
social_media,technology,3,68336,student,australia,1,0.2,0
events,technology,2,51801,employed,asia,4,0.89,1
events,manufacturing,1,,unemployed,north_america,4,0.6,0
referral,retail,4,57128,unemployed,middle_east,3,0.74,1
organic_search,finance,4,82353,,middle_east,4,0.93,1
events,education,6,63996,,australia,4,0.92,1
social_media,healthcare,3,46510,unemployed,europe,3,0.27,1
,retail,1,65387,self_employed,africa,3,0.37,0
referral,other,3,59860,self_employed,europe,3,0.83,1
social_media,manufacturing,1,67752,student,south_america,1,0.97,1
organic_search,,2,73964,student,middle_east,4,0.01,1
events,finance,4,50259,student,asia,3,0.54,1
organic_search,other,3,61957,student,asia,4,0.31,1
referral,,1,59939,self_employed,north_america,6,0.07,1
organic_search,technology,7,48825,self_employed,australia,1,0.25,1
referral,technology,2,49346,student,middle_east,3,0.98,1
referral,finance,1,75716,unemployed,middle_east,2,0.87,0
organic_search,healthcare,1,78620,unemployed,europe,6,0.82,1
paid_ads,,3,,employed,middle_east,5,0.5,1
organic_search,manufacturing,1,,,asia,0,0.73,1
,healthcare,2,47413,,asia,3,0.26,1
organic_search,,1,61912,,middle_east,2,0.36,1
events,healthcare,2,26158,unemployed,australia,3,0.24,0
paid_ads,technology,4,81843,unemployed,middle_east,1,0.2,0
organic_search,finance,0,65016,self_employed,middle_east,2,0.51,0
events,other,2,81622,unemployed,africa,4,0.87,1
organic_search,healthcare,2,38874,student,,2,0.26,0
events,healthcare,1,40937,unemployed,australia,2,0.34,0
,technology,1,,employed,south_america,0,0.62,0
social_media,healthcare,2,,self_employed,europe,3,0.31,0
social_media,other,2,49021,student,middle_east,3,0.24,0
events,technology,1,,,africa,5,0.63,1
paid_ads,retail,4,49204,self_employed,australia,3,0.7,1
social_media,finance,3,57588,employed,australia,6,0.45,1
,healthcare,2,50302,unemployed,europe,4,0.61,1
events,manufacturing,2,64134,student,north_america,3,0.93,1
paid_ads,retail,0,42190,employed,africa,4,0.72,0
organic_search,technology,2,45738,,australia,3,0.6,0
events,healthcare,2,56185,student,south_america,2,0.44,0
referral,other,1,,self_employed,south_america,2,0.33,1
paid_ads,technology,0,57941,unemployed,asia,2,0.19,0
paid_ads,healthcare,3,,self_employed,north_america,2,0.85,1
referral,,3,43652,unemployed,north_america,1,0.1,1
social_media,finance,2,91357,employed,africa,4,0.47,1
social_media,retail,2,61246,employed,south_america,5,0.02,1
paid_ads,finance,2,64315,employed,asia,2,0.42,0
events,technology,0,61938,self_employed,middle_east,1,0.52,0
paid_ads,manufacturing,6,45437,unemployed,,1,0.04,1
paid_ads,retail,3,57705,self_employed,australia,1,0.61,1
social_media,technology,1,,unemployed,north_america,3,0.51,0
events,finance,0,66679,student,africa,2,0.14,0
events,retail,1,44143,self_employed,south_america,5,0.01,1
organic_search,manufacturing,1,82033,self_employed,europe,3,0.63,1
social_media,retail,3,42547,unemployed,europe,2,0.34,0
events,retail,1,54954,employed,asia,6,0.08,1
organic_search,retail,3,68708,employed,north_america,3,0.98,1
social_media,healthcare,3,70230,student,europe,3,0.17,0
referral,retail,1,70546,self_employed,australia,4,0.54,1
social_media,technology,4,70276,self_employed,asia,2,0.88,1
social_media,finance,3,69474,employed,africa,4,0.56,1
paid_ads,finance,2,,employed,north_america,1,0.24,0
,finance,1,72753,self_employed,europe,4,0.75,1
events,,1,25839,unemployed,middle_east,0,0.94,0
organic_search,other,1,48335,employed,africa,4,0.85,0
paid_ads,education,1,83875,self_employed,europe,1,0.6,0
events,education,2,54976,unemployed,north_america,1,0.78,0
organic_search,healthcare,2,68293,self_employed,middle_east,1,0.27,0
organic_search,,5,52409,student,asia,3,0.78,1
social_media,healthcare,2,36757,student,north_america,1,0.02,0
organic_search,retail,2,63653,employed,asia,3,0.39,1
paid_ads,healthcare,2,62907,student,europe,8,0.88,1
events,education,2,77612,student,south_america,2,0.69,1
social_media,manufacturing,4,64410,student,africa,3,0.22,1
events,technology,1,93341,student,middle_east,4,0.99,0
referral,,2,56920,employed,north_america,2,0.14,1
referral,education,2,58490,unemployed,europe,3,0.82,1
paid_ads,technology,1,95266,employed,middle_east,1,0.84,0
events,retail,3,73332,self_employed,europe,4,0.34,1
social_media,other,2,44395,,south_america,6,0.63,1
social_media,manufacturing,3,48955,employed,,0,0.41,1
social_media,retail,6,92210,employed,middle_east,1,0.45,1
paid_ads,other,4,60153,unemployed,australia,5,0.27,0
social_media,finance,3,40344,self_employed,europe,2,0.85,1
organic_search,education,1,65671,student,asia,4,0.84,1
paid_ads,retail,1,69605,student,asia,2,0.96,0
social_media,technology,2,72519,self_employed,australia,2,0.62,1
paid_ads,healthcare,2,,student,middle_east,3,0.94,1
paid_ads,retail,2,70139,student,europe,1,0.75,0
organic_search,finance,1,48622,employed,north_america,3,0.32,0
organic_search,,1,72325,student,north_america,4,0.35,0
,technology,3,66016,,,1,0.51,1
social_media,retail,5,38017,student,,1,0.09,1
referral,manufacturing,2,61863,student,asia,2,0.02,1
paid_ads,healthcare,1,56718,unemployed,africa,2,0.92,0
referral,,0,102855,employed,south_america,3,0.43,0
organic_search,healthcare,0,47949,student,north_america,5,0.43,1
organic_search,,1,66406,employed,north_america,1,0.68,0
organic_search,finance,1,87872,student,south_america,3,0.75,1
referral,education,3,,unemployed,asia,0,0.16,0
social_media,retail,2,,unemployed,south_america,6,0.34,1
events,manufacturing,2,67032,employed,africa,2,0.48,0
paid_ads,finance,3,,unemployed,europe,1,0.55,0
events,education,2,48746,unemployed,europe,2,0.73,1
organic_search,finance,2,57972,employed,north_america,4,0.08,0
,technology,2,56229,student,middle_east,3,0.12,1
social_media,education,3,,employed,north_america,3,0.13,1
referral,other,2,58981,student,europe,3,0.2,1
organic_search,retail,2,67187,self_employed,middle_east,4,0.37,1
,other,1,61131,self_employed,europe,3,0.25,0
paid_ads,finance,2,76340,student,north_america,3,0.22,0
social_media,education,2,51367,self_employed,africa,3,0.91,1
social_media,healthcare,1,55222,self_employed,africa,1,0.25,0
events,other,3,67418,student,asia,2,0.19,1
paid_ads,manufacturing,2,72572,self_employed,south_america,2,0.17,0
social_media,technology,1,57121,self_employed,north_america,2,0.86,0
,manufacturing,3,83251,employed,middle_east,1,0.91,1
events,education,0,42473,self_employed,north_america,4,0.02,0
events,,6,66108,self_employed,europe,3,0.66,1
,healthcare,1,77092,unemployed,africa,3,0.41,1
organic_search,healthcare,0,50915,,africa,1,0.75,0
paid_ads,finance,1,52114,student,asia,0,0.3,0
referral,,0,48225,unemployed,africa,3,0.4,0
social_media,education,2,,student,,4,0.78,1
paid_ads,education,3,68836,unemployed,africa,2,0.3,1
paid_ads,retail,3,27377,self_employed,middle_east,2,0.67,1
organic_search,healthcare,1,48597,unemployed,south_america,2,0.75,1
organic_search,,3,53357,unemployed,europe,7,0.22,1
referral,other,4,79513,self_employed,australia,2,0.05,1
organic_search,manufacturing,3,44221,student,africa,7,0.51,1
referral,technology,0,,self_employed,south_america,3,0.27,1
social_media,education,3,62377,unemployed,north_america,2,0.28,0
,other,1,63349,student,asia,4,0.68,1
social_media,retail,0,52713,self_employed,africa,3,0.98,0
social_media,other,1,,unemployed,asia,0,0.79,0
paid_ads,,1,20326,employed,middle_east,3,0.81,1
events,finance,2,19529,employed,europe,1,0.87,0
paid_ads,finance,1,65782,self_employed,australia,4,0.82,1
organic_search,other,1,,,europe,0,0.84,0
events,retail,2,35832,employed,africa,4,0.78,1
referral,retail,3,69370,unemployed,africa,1,0.88,1
events,healthcare,1,,self_employed,south_america,2,0.52,1
,technology,1,82417,student,north_america,4,0.18,0
organic_search,technology,1,65013,employed,asia,2,0.53,0
paid_ads,finance,3,70455,student,europe,3,0.23,1
events,retail,1,78310,student,middle_east,3,0.43,0
events,healthcare,4,43600,self_employed,north_america,1,0.21,0
paid_ads,education,4,44842,student,europe,4,0.31,1
,education,5,32833,unemployed,africa,1,0.28,1
,,3,72996,student,middle_east,3,0.72,1
events,education,1,67762,unemployed,south_america,3,0.35,0
organic_search,retail,1,,student,asia,4,0.47,1
events,finance,1,66523,self_employed,europe,3,0.64,1
events,education,3,48804,unemployed,europe,3,0.98,1
social_media,manufacturing,0,44204,self_employed,africa,3,0.92,1
social_media,retail,2,55464,student,asia,4,0.78,0
referral,finance,1,47262,employed,europe,2,0.96,1
organic_search,finance,0,,employed,asia,1,0.29,0
referral,other,3,68815,employed,north_america,3,0.49,1
referral,,3,,employed,europe,3,0.31,1
organic_search,technology,1,37755,,north_america,4,0.26,0
,technology,3,45214,self_employed,australia,4,0.59,1
events,education,2,53212,unemployed,south_america,2,0.83,1
organic_search,finance,2,55938,student,south_america,2,0.37,0
referral,education,3,,unemployed,middle_east,3,0.65,1
paid_ads,technology,5,31551,unemployed,australia,0,0.72,1
,education,2,99779,unemployed,asia,5,0.87,1
referral,finance,3,43599,unemployed,africa,5,0.37,1
referral,retail,2,62430,,north_america,2,0.01,1
referral,finance,3,,employed,africa,3,0.42,1
events,technology,6,81618,self_employed,australia,1,0.82,1
paid_ads,healthcare,0,,student,europe,5,0.18,0
paid_ads,,3,37109,unemployed,middle_east,6,0.5,1
paid_ads,retail,2,,student,asia,3,0.83,1
events,technology,1,67145,employed,south_america,4,0.9,1
social_media,,4,40938,self_employed,australia,3,0.14,1
paid_ads,retail,1,51295,employed,north_america,3,0.62,0
organic_search,other,3,,unemployed,south_america,1,0.29,0
organic_search,other,4,48374,self_employed,middle_east,2,0.52,0
organic_search,,2,46572,student,asia,3,0.3,1
social_media,technology,3,61639,student,europe,1,0.27,0
organic_search,technology,3,63032,self_employed,middle_east,3,0.79,1
referral,finance,3,,self_employed,south_america,4,0.29,1
paid_ads,healthcare,3,72120,unemployed,north_america,3,0.0,1
referral,retail,4,69519,employed,south_america,1,0.94,1
referral,retail,2,67832,employed,australia,2,0.26,1
referral,education,1,63977,self_employed,north_america,2,0.41,1
paid_ads,healthcare,1,62536,,asia,3,0.34,0
events,manufacturing,1,47145,employed,middle_east,5,0.18,1
,,2,37512,student,middle_east,3,0.04,0
paid_ads,retail,1,76375,,middle_east,6,0.74,1
social_media,other,1,69079,unemployed,south_america,2,0.78,0
paid_ads,healthcare,1,56705,,,1,0.48,0
events,retail,0,78345,self_employed,australia,3,0.03,0
events,healthcare,4,61458,student,middle_east,7,0.71,1
referral,other,2,68034,unemployed,africa,4,0.79,0
paid_ads,education,2,52254,employed,south_america,5,0.49,1
organic_search,retail,1,49154,student,africa,4,0.37,1
paid_ads,education,2,65742,employed,australia,0,0.57,0
referral,finance,0,75546,,asia,0,0.1,0
referral,finance,2,,,south_america,3,0.47,1
social_media,healthcare,1,45253,,australia,6,0.24,1
referral,manufacturing,1,,self_employed,north_america,4,0.53,1
referral,technology,3,65259,student,europe,2,0.24,1
paid_ads,technology,1,45688,student,north_america,3,0.02,1
referral,,5,71016,self_employed,north_america,0,0.25,1
organic_search,finance,3,92855,student,north_america,3,0.41,1
